gene	mean	median	longest_isoform	merged
ENSMUSG00000026674.10	6602	8289	8590	8590
ENSMUSG00000026670.16	2293	2287	2311	2362
ENSMUSG00000104266.2	1140	1140	1140	1140
ENSMUSG00000103908.2	356	356	356	356
ENSMUSG00000026667.15	7771	7775	7864	8101
ENSMUSG00000044306.5	1563	1563	1563	1563
ENSMUSG00000073494.6	2542	2542	2542	2542
ENSMUSG00000121407.1	1691	1691	1691	1691
ENSMUSG00000096964.3	204	204	204	204
ENSMUSG00000102418.2	2544	2544	2544	2544
ENSMUSG00000102752.2	3827	3827	3827	3827
ENSMUSG00000038473.15	3022	3022	3022	3022
ENSMUSG00000042800.6	771	771	771	771
ENSMUSG00000102193.2	581	581	581	581
ENSMUSG00000038463.9	3095	3095	3095	3095
ENSMUSG00000026663.7	7246	7246	7246	7246
ENSMUSG00000119556.1	107	107	107	107
ENSMUSG00000119049.1	107	107	107	107
ENSMUSG00000053925.6	2345	2345	2345	2345
ENSMUSG00000026659.14	1374	1374	1374	1374
ENSMUSG00000096968.2	817	817	817	817
ENSMUSG00000070524.2	1284	1284	1284	1284
ENSMUSG00000038421.14	1525	1525	1679	1679
ENSMUSG00000089838.2	336	336	336	336
ENSMUSG00000104386.2	295	295	295	295
ENSMUSG00000026656.16	1917	1520	3544	3810
ENSMUSG00000103676.2	619	619	619	619
ENSMUSG00000104340.3	1165	1165	1165	1165
ENSMUSG00000059089.5	1256	1256	1256	1256
ENSMUSG00000065905.3	165	165	165	165
ENSMUSG00000059498.14	1335	1335	1347	1347
ENSMUSG00000118979.1	62	62	62	62
ENSMUSG00002076366.1	62	62	62	62
ENSMUSG00002075095.1	62	62	62	62
ENSMUSG00000026649.15	900	900	1034	1213
ENSMUSG00000058076.13	1993	1993	3171	3171
ENSMUSG00000056569.12	1818	1997	2002	2040
ENSMUSG00000038370.7	1577	1577	1577	1577
ENSMUSG00000005677.15	1764	1386	2980	3270
ENSMUSG00000005674.10	3425	2812	4712	4743
ENSMUSG00000005681.13	484	481	518	537
ENSMUSG00000058715.12	678	678	683	748
ENSMUSG00000013593.13	1584	1584	1623	1623
ENSMUSG00000006403.14	4178	4386	4389	4810
ENSMUSG00000052423.16	1951	1998	2098	2113
ENSMUSG00000062729.13	1821	1821	1821	1821
ENSMUSG00000119941.1	672	672	672	672
ENSMUSG00000053483.16	2248	2248	2278	2349
ENSMUSG00000062963.11	960	960	1007	1100
ENSMUSG00000079137.4	408	408	408	408
ENSMUSG00000087747.3	91	91	91	91
ENSMUSG00000103983.2	5577	5577	5577	5577
ENSMUSG00000013973.13	2027	1970	2563	2755
ENSMUSG00000013997.11	1923	1394	3041	3671
ENSMUSG00000006412.11	1735	1735	1735	1735
ENSMUSG00000102929.2	1290	1290	1290	1290
ENSMUSG00000045259.5	1558	1558	1558	1558
ENSMUSG00000103727.2	336	336	336	336
ENSMUSG00000006411.13	3360	3245	3636	3746
ENSMUSG00000048865.17	4494	4494	4494	4494
ENSMUSG00000026641.14	1955	1878	2167	2516
ENSMUSG00000103711.2	551	551	551	551
ENSMUSG00000120584.1	1002	1002	1002	1002
ENSMUSG00000038235.5	2518	2518	2518	2518
ENSMUSG00000091993.3	3544	3544	3544	3544
ENSMUSG00000119640.1	116	116	116	116
ENSMUSG00000060244.3	1279	1279	1279	1279
ENSMUSG00000038218.4	321	321	321	321
ENSMUSG00000038209.13	1141	1141	1141	1141
ENSMUSG00000103980.2	170	170	170	170
ENSMUSG00000004709.15	3760	3760	3760	3760
ENSMUSG00000004707.15	2247	2155	2488	2738
ENSMUSG00000038179.14	1786	1361	3975	4577
ENSMUSG00000103219.2	585	585	585	585
ENSMUSG00000098316.3	61	61	61	61
ENSMUSG00000103083.2	1065	1065	1065	1065
ENSMUSG00000103137.2	535	535	535	535
ENSMUSG00000015355.14	1054	1054	1186	1189
ENSMUSG00000103883.2	1704	1704	1704	1704
ENSMUSG00000059058.8	195	195	195	195
ENSMUSG00000104224.2	234	234	234	234
ENSMUSG00000104440.2	552	552	552	552
ENSMUSG00002075752.1	55	55	55	55
ENSMUSG00000119062.1	107	107	107	107
ENSMUSG00000015316.12	2693	2693	2693	2693
ENSMUSG00000038147.15	2742	3290	3434	6267
ENSMUSG00000073492.3	2574	2574	2574	2574
ENSMUSG00000104413.3	900	635	1622	2152
ENSMUSG00000015314.11	3066	2485	5729	7062
ENSMUSG00000026556.17	5068	5698	6528	6648
ENSMUSG00000051251.4	2464	2464	2464	2464
ENSMUSG00000003458.13	2901	2901	2901	2901
ENSMUSG00000026553.18	4486	4486	4622	4654
ENSMUSG00000102779.2	330	330	330	330
ENSMUSG00000103380.2	942	942	942	942
ENSMUSG00000003464.14	2380	2380	2844	3127
ENSMUSG00000089803.4	628	628	628	628
ENSMUSG00000026554.16	3423	2859	4656	4716
ENSMUSG00000013698.13	2468	2468	2501	2501
ENSMUSG00000007122.12	1847	1847	1847	1847
ENSMUSG00000092085.2	500	500	500	500
ENSMUSG00000007107.7	3470	3470	3470	3470
ENSMUSG00000103617.2	364	364	364	364
ENSMUSG00000038034.16	2442	2278	2866	3121
ENSMUSG00000007097.15	4706	4706	6227	6401
ENSMUSG00000038026.13	3061	3061	3857	3887
ENSMUSG00000102413.2	429	429	429	429
ENSMUSG00000120194.1	822	822	822	822
ENSMUSG00000044708.6	5407	5407	5407	5407
ENSMUSG00000121223.1	148	148	148	148
ENSMUSG00000050229.4	7554	7554	7554	7554
ENSMUSG00000102278.2	2756	2756	2756	2756
ENSMUSG00000103357.2	796	796	854	1339
ENSMUSG00000026548.5	1313	1313	1313	1313
ENSMUSG00000037995.16	4169	4169	4205	4251
ENSMUSG00000026547.16	1151	1151	1586	1649
ENSMUSG00000104351.3	1599	1599	1599	1599
ENSMUSG00000120125.1	663	663	663	663
ENSMUSG00000026546.17	1908	1908	1908	1908
ENSMUSG00000085184.11	1405	1405	1869	2597
ENSMUSG00000049598.10	1660	1660	1801	1879
ENSMUSG00000053318.8	1659	1659	1659	1659
ENSMUSG00000070504.10	1912	1912	1912	1912
ENSMUSG00000026544.7	1410	1410	1410	1410
ENSMUSG00000060128.6	603	603	603	603
ENSMUSG00002076129.1	327	327	327	327
ENSMUSG00000037942.6	1695	1695	1695	1695
ENSMUSG00000102430.2	433	433	433	433
ENSMUSG00000070182.3	105	105	105	105
ENSMUSG00000102701.2	863	863	863	863
ENSMUSG00000026542.7	971	971	971	971
ENSMUSG00000120753.1	654	654	654	654
ENSMUSG00000077252.3	123	123	123	123
ENSMUSG00000037924.7	1870	1870	2690	2690
ENSMUSG00000120473.1	2073	2073	2073	2073
ENSMUSG00000106730.2	859	859	859	859
ENSMUSG00000107139.2	295	295	295	295
ENSMUSG00000103338.2	252	252	252	252
ENSMUSG00000062527.7	2245	2245	3453	3453
ENSMUSG00000066680.5	797	797	797	797
ENSMUSG00000058981.5	2388	2952	3149	3203
ENSMUSG00000046643.3	2658	3410	3623	3623
ENSMUSG00000049456.4	2675	3305	3686	3686
ENSMUSG00000005339.11	912	912	998	998
ENSMUSG00000049605.4	2689	2689	4388	4388
ENSMUSG00000079180.5	794	794	794	794
ENSMUSG00000037872.6	1137	1137	1153	1324
ENSMUSG00000005338.15	3836	3836	5155	5257
ENSMUSG00000037860.16	2459	2459	2839	2839
ENSMUSG00000037849.9	1738	1738	3047	3054
ENSMUSG00000070501.15	2888	2888	2888	2888
ENSMUSG00002076661.1	84	84	84	84
ENSMUSG00000073491.12	2023	2680	2748	4981
ENSMUSG00000043263.14	3439	3439	3439	3439
ENSMUSG00002076962.1	84	84	84	84
ENSMUSG00000066677.13	2378	2378	2990	2990
ENSMUSG00000103105.7	608	608	608	608
ENSMUSG00000121434.1	587	587	587	587
ENSMUSG00000103051.2	618	618	618	618
ENSMUSG00000073490.12	3283	3283	3422	3422
ENSMUSG00000073489.7	2296	2296	2296	2296
ENSMUSG00000090222.3	2556	2556	2556	2556
ENSMUSG00000102187.2	554	554	554	554
ENSMUSG00000090272.10	1836	1836	2026	2026
ENSMUSG00000102433.2	238	238	238	238
ENSMUSG00000026536.10	1785	1785	1785	1785
ENSMUSG00000039997.17	3501	3605	3754	5045
ENSMUSG00000026535.10	1697	1697	1697	1697
ENSMUSG00000103588.2	774	774	774	774
ENSMUSG00000054203.8	1613	1613	1613	1613
ENSMUSG00000045381.7	2687	2687	2968	3707
ENSMUSG00000047048.5	3302	4435	4533	4533
ENSMUSG00000102603.3	544	544	544	544
ENSMUSG00000050134.8	2709	3300	3873	4102
ENSMUSG00000049528.8	1726	1726	2510	2510
ENSMUSG00000106975.2	466	466	466	466
ENSMUSG00000059371.5	2407	2407	3866	3866
ENSMUSG00000103863.3	454	454	454	454
ENSMUSG00000046486.5	3064	3064	5204	5204
ENSMUSG00000051528.5	1295	1295	1642	1642
ENSMUSG00000121436.1	1085	1085	1085	1085
ENSMUSG00000102371.6	891	891	891	891
ENSMUSG00000091950.4	1050	1050	1050	1050
ENSMUSG00000055033.5	2426	2426	3806	3806
ENSMUSG00000107114.2	729	729	729	729
ENSMUSG00000026532.8	8406	8406	8406	8406
ENSMUSG00000120738.1	568	568	568	568
ENSMUSG00000050788.6	1886	1886	2685	2685
ENSMUSG00000026531.5	799	799	799	799
ENSMUSG00000066672.3	4224	5662	6080	6080
ENSMUSG00000102920.2	804	804	804	804
ENSMUSG00000059503.3	1010	1010	1010	1010
ENSMUSG00000051509.7	2740	2740	4526	4526
ENSMUSG00000066671.5	2132	2132	3286	3286
ENSMUSG00000028354.14	6442	6442	6442	6442
ENSMUSG00000050069.4	3745	3745	3745	3745
ENSMUSG00000026527.14	2042	2161	2431	2512
ENSMUSG00000104343.2	1824	1824	1824	1824
ENSMUSG00000103079.2	953	953	953	953
ENSMUSG00000026526.15	2636	2636	2636	2636
ENSMUSG00000039783.16	3183	3183	3672	3958
ENSMUSG00000026525.10	1913	1913	1913	1913
ENSMUSG00000078185.4	4250	4385	6905	6975
ENSMUSG00000026523.15	3621	3817	3823	3853
ENSMUSG00000077794.4	176	176	176	176
ENSMUSG00000039748.12	7796	7796	7796	7796
ENSMUSG00000118715.1	107	107	107	107
ENSMUSG00000104158.3	1559	1559	1789	1799
ENSMUSG00000103540.2	1944	1944	1944	1944
ENSMUSG00000055214.16	2262	1861	3557	4661
ENSMUSG00000078184.2	1338	1338	1338	1338
ENSMUSG00000104363.2	1645	1645	1645	1645
ENSMUSG00000103277.2	2435	2435	2435	2435
ENSMUSG00000104157.2	3557	3557	3557	3557
ENSMUSG00000102446.2	517	517	517	517
ENSMUSG00000104248.2	3566	3566	3566	3566
ENSMUSG00000104021.2	959	959	959	959
ENSMUSG00000103471.2	594	594	594	594
ENSMUSG00000087875.4	108	108	108	108
ENSMUSG00000057335.12	5847	6857	6967	9000
ENSMUSG00000103634.2	1419	1419	1419	1419
ENSMUSG00000104154.2	1895	1895	1895	1895
ENSMUSG00000103435.2	428	428	428	428
ENSMUSG00000065573.3	99	99	99	99
ENSMUSG00002076271.1	265	265	265	265
ENSMUSG00000026504.18	2163	2163	2776	3032
ENSMUSG00000121135.1	1552	1552	1552	1552
ENSMUSG00000103367.2	339	339	339	339
ENSMUSG00000103584.2	160	160	160	160
ENSMUSG00002076339.1	80	80	80	80
ENSMUSG00000102475.2	835	835	835	835
ENSMUSG00000102211.2	724	724	724	724
ENSMUSG00000087082.2	1430	1430	1430	1430
ENSMUSG00000103251.2	2210	2210	2210	2210
ENSMUSG00000019699.17	3717	4735	4906	4980
ENSMUSG00000104391.2	1897	1897	1897	1897
ENSMUSG00000102133.2	1532	1532	1532	1532
ENSMUSG00000102749.2	1301	1301	1301	1301
ENSMUSG00000103163.2	1293	1293	1293	1293
ENSMUSG00000103646.2	2765	2765	2765	2765
ENSMUSG00000102427.2	796	796	796	796
ENSMUSG00000103633.2	317	317	317	317
ENSMUSG00000097892.3	914	914	1219	1791
ENSMUSG00000063659.12	4168	3997	4944	5590
ENSMUSG00000102432.2	1257	1257	1257	1257
ENSMUSG00000103043.2	1233	1233	1233	1233
ENSMUSG00000102885.2	375	375	375	375
ENSMUSG00000103767.2	1231	1231	1231	1231
ENSMUSG00000101746.3	1025	1025	1352	1402
ENSMUSG00000015962.6	768	768	768	768
ENSMUSG00000015961.9	2771	2771	2771	2771
ENSMUSG00000089657.2	610	610	610	610
ENSMUSG00000102483.3	3435	3435	3435	3435
ENSMUSG00000091476.9	2861	3426	3494	4647
ENSMUSG00000104097.2	290	290	290	290
ENSMUSG00000119789.1	107	107	107	107
ENSMUSG00000102493.2	873	873	873	873
ENSMUSG00000026502.14	4195	2590	8802	8990
ENSMUSG00000103958.2	903	903	903	903
ENSMUSG00000070489.7	543	543	543	543
ENSMUSG00000086350.3	1645	1767	2560	4362
ENSMUSG00000104126.2	405	405	405	405
ENSMUSG00000026500.7	471	471	471	471
ENSMUSG00000039630.11	7640	7640	7640	7640
ENSMUSG00000104279.2	1870	1870	1870	1870
ENSMUSG00002075531.1	121	121	121	121
ENSMUSG00000064954.3	106	106	106	106
ENSMUSG00000026495.9	3580	3580	3580	3580
ENSMUSG00000026494.13	9982	9982	13749	14165
ENSMUSG00000064967.3	167	167	167	167
ENSMUSG00000102922.2	474	474	474	474
ENSMUSG00000089713.2	3010	3010	3010	3010
ENSMUSG00000055067.16	3049	1229	6871	8315
ENSMUSG00000096474.3	480	480	480	480
ENSMUSG00000026492.12	2449	2449	2449	2449
ENSMUSG00000082395.2	519	519	519	519
ENSMUSG00000038949.9	4709	4709	4709	4709
ENSMUSG00000038936.14	1948	1948	1948	1948
ENSMUSG00000087236.4	3235	3526	3538	3543
ENSMUSG00000026491.14	8506	8506	8506	8506
ENSMUSG00000073486.3	1301	1301	1301	1301
ENSMUSG00000104418.2	460	460	460	460
ENSMUSG00000026490.19	6237	5247	9161	9322
ENSMUSG00000102194.2	2539	2539	2539	2539
ENSMUSG00000103636.2	2671	2671	2671	2671
ENSMUSG00000026489.14	2838	3928	4026	4076
ENSMUSG00000104520.2	614	614	760	1080
ENSMUSG00000010609.16	1814	1997	2020	2280
ENSMUSG00000102923.3	1284	1284	1753	2256
ENSMUSG00000055676.5	1169	1169	1328	1328
ENSMUSG00000038855.11	6235	6235	6235	6235
ENSMUSG00000104388.2	7350	7350	7350	7350
ENSMUSG00000103123.2	872	872	872	872
ENSMUSG00000103772.2	3071	3071	3071	3071
ENSMUSG00000053963.8	2723	1063	6506	6552
ENSMUSG00000104210.2	3733	3733	3733	3733
ENSMUSG00000102608.2	681	681	681	681
ENSMUSG00000026496.12	3873	3873	3873	3873
ENSMUSG00000098926.3	67	67	67	67
ENSMUSG00000058729.14	3019	3019	3160	3167
ENSMUSG00000026497.8	2294	2294	2294	2294
ENSMUSG00000104202.2	478	478	478	478
ENSMUSG00000026499.6	3471	3471	3471	3471
ENSMUSG00000103649.2	887	887	887	887
ENSMUSG00000103156.2	600	600	600	600
ENSMUSG00000060743.13	1484	888	2841	3001
ENSMUSG00000073485.4	1567	1567	2905	3044
ENSMUSG00000084558.3	108	108	108	108
ENSMUSG00000038806.8	3213	3213	3213	3213
ENSMUSG00000103979.2	177	177	177	177
ENSMUSG00000104251.2	272	272	272	272
ENSMUSG00000121043.1	2345	2345	2345	2345
ENSMUSG00000066652.6	2473	2473	2473	2473
ENSMUSG00000026520.9	1580	1580	1580	1580
ENSMUSG00000038793.9	1620	1620	1620	1620
ENSMUSG00000026519.17	3282	3282	3306	3368
ENSMUSG00000085563.3	643	643	643	643
ENSMUSG00000103930.2	132	132	132	132
ENSMUSG00000038776.14	1720	1720	1741	1741
ENSMUSG00000103516.2	111	111	111	111
ENSMUSG00000102858.2	3452	3452	3452	3452
ENSMUSG00000038768.9	1898	1898	1898	1898
ENSMUSG00000104390.2	647	647	647	647
ENSMUSG00000103328.2	500	500	500	500
ENSMUSG00000102219.2	947	947	947	947
ENSMUSG00000026516.9	9392	9392	9392	9392
ENSMUSG00000103178.2	1137	1137	1137	1137
ENSMUSG00000062169.14	2308	3127	3268	3477
ENSMUSG00000038733.15	7056	7056	7068	7068
ENSMUSG00000120002.1	938	938	1072	1852
ENSMUSG00000054135.3	2513	2513	2513	2513
ENSMUSG00000121026.1	1075	1075	1075	1075
ENSMUSG00000081214.4	333	333	333	333
ENSMUSG00000120933.1	875	875	875	875
ENSMUSG00000103260.2	1847	1847	1847	1847
ENSMUSG00000026514.15	1457	1298	2668	2751
ENSMUSG00000102276.2	1311	1311	1311	1311
ENSMUSG00000089888.2	293	293	293	293
ENSMUSG00000089927.2	327	327	327	327
ENSMUSG00000050625.5	1819	1819	1819	1819
ENSMUSG00000047369.18	13743	13743	13791	14017
ENSMUSG00000103100.2	3813	3813	3813	3813
ENSMUSG00000064970.3	94	94	94	94
ENSMUSG00000004880.12	3510	3510	3510	3510
ENSMUSG00002075457.1	116	116	116	116
ENSMUSG00000056699.8	1343	1343	1343	1343
ENSMUSG00000022995.18	4222	2866	11229	12496
ENSMUSG00000103722.2	3244	3244	3244	3244
ENSMUSG00000103317.2	2225	2225	2225	2225
ENSMUSG00000102950.2	3869	3869	3869	3869
ENSMUSG00000102760.2	1627	1627	1627	1627
ENSMUSG00000103379.2	417	417	417	417
ENSMUSG00000026511.8	1095	1095	1367	1380
ENSMUSG00000103018.2	784	784	784	784
ENSMUSG00000091013.4	2780	3654	3766	3766
ENSMUSG00000121042.1	3354	3354	3354	3354
ENSMUSG00000038633.6	2048	2048	2048	2048
ENSMUSG00000100147.4	1704	1704	2607	2607
ENSMUSG00000047539.10	4925	4925	4925	4925
ENSMUSG00000097260.2	993	993	993	993
ENSMUSG00000073482.3	758	758	758	758
ENSMUSG00000026510.11	4361	4361	4361	4361
ENSMUSG00000026509.16	3225	3225	3225	3225
ENSMUSG00000102234.2	1038	1038	1391	1985
ENSMUSG00000104415.2	4142	4142	4142	4142
ENSMUSG00000103878.2	648	648	934	1115
ENSMUSG00000038599.15	2444	2444	2483	3705
ENSMUSG00000104376.2	1954	1954	1954	1954
ENSMUSG00000102688.2	390	390	390	390
ENSMUSG00000043429.8	2055	2055	2055	2055
ENSMUSG00000038576.16	2440	2440	2983	3368
ENSMUSG00000102291.2	2832	2832	2832	2832
ENSMUSG00000079164.11	3589	3589	4269	4492
ENSMUSG00002076589.1	101	101	101	101
ENSMUSG00000030768.13	4857	4901	4984	5071
ENSMUSG00000102478.2	1177	1177	1487	1487
ENSMUSG00000118599.2	232	232	232	232
ENSMUSG00000046836.14	3421	3421	3430	3505
ENSMUSG00000042901.11	3044	3044	4279	4279
ENSMUSG00000056050.16	6330	6330	6330	6330
ENSMUSG00000121189.1	949	949	949	949
ENSMUSG00000103415.2	392	392	392	392
ENSMUSG00000072258.12	2384	2384	2384	2384
ENSMUSG00000104212.2	383	383	383	383
ENSMUSG00000053461.10	2417	2417	2525	2678
ENSMUSG00000104022.2	916	916	916	916
ENSMUSG00000103451.2	534	534	534	534
ENSMUSG00000090533.3	351	351	351	351
ENSMUSG00000103305.2	632	632	632	632
ENSMUSG00000104007.2	147	147	147	147
ENSMUSG00000102743.2	399	399	399	399
ENSMUSG00000039384.9	2792	2792	2792	2792
ENSMUSG00000044854.8	967	967	967	967
ENSMUSG00000102682.6	594	594	699	967
ENSMUSG00000102794.2	647	647	647	647
ENSMUSG00000104419.2	755	755	755	755
ENSMUSG00000101574.2	778	778	778	778
ENSMUSG00000089057.4	98	98	98	98
ENSMUSG00000103308.6	608	608	664	995
ENSMUSG00000102606.2	480	480	480	480
ENSMUSG00000103314.2	428	428	428	428
ENSMUSG00000092578.2	1722	1722	1722	1722
ENSMUSG00000039377.8	2278	2278	2278	2278
ENSMUSG00000120661.1	675	675	675	675
ENSMUSG00000102158.2	335	335	335	335
ENSMUSG00000026621.14	1810	2039	2152	2246
ENSMUSG00000073481.10	1917	1917	1917	1917
ENSMUSG00000088559.3	82	82	82	82
ENSMUSG00002076207.1	275	275	275	275
ENSMUSG00000039349.6	3035	3035	3035	3035
ENSMUSG00000026620.12	4221	4221	4221	4221
ENSMUSG00000102784.2	2575	2575	2575	2575
ENSMUSG00000103942.2	445	445	445	445
ENSMUSG00000103478.2	1386	1386	1386	1386
ENSMUSG00000104461.2	667	667	667	667
ENSMUSG00000039318.13	5735	5735	7052	7052
ENSMUSG00002075146.1	132	132	132	132
ENSMUSG00000105770.3	69	69	69	69
ENSMUSG00000103613.2	974	974	974	974
ENSMUSG00000026618.12	3567	2801	5471	6670
ENSMUSG00000104368.2	388	388	388	388
ENSMUSG00000065581.3	67	67	67	67
ENSMUSG00000065562.3	112	112	112	112
ENSMUSG00000102526.2	2408	2408	2408	2408
ENSMUSG00000026617.17	1490	1226	2200	2245
ENSMUSG00000097261.3	1078	1078	1457	1866
ENSMUSG00000026615.15	4906	4906	4906	4906
ENSMUSG00000051295.9	3408	3408	3408	3408
ENSMUSG00000118510.2	408	408	408	408
ENSMUSG00000097615.3	2761	2761	2761	2761
ENSMUSG00000026614.8	5836	5836	5836	5836
ENSMUSG00000102185.3	912	1036	1071	1077
ENSMUSG00000103799.2	710	710	710	710
ENSMUSG00000102546.2	802	802	802	802
ENSMUSG00000039246.9	1578	1578	1578	1578
ENSMUSG00000103056.2	193	193	193	193
ENSMUSG00002076007.1	106	106	106	106
ENSMUSG00000103449.2	628	628	628	628
ENSMUSG00000102790.2	488	488	488	488
ENSMUSG00000102217.2	1111	1111	1111	1111
ENSMUSG00000103690.2	1704	1704	1704	1704
ENSMUSG00000119954.1	2004	2004	2210	2299
ENSMUSG00000039239.15	4300	4300	5116	5200
ENSMUSG00000089045.3	135	135	135	135
ENSMUSG00000100393.2	506	506	506	506
ENSMUSG00000102619.2	1881	1881	1881	1881
ENSMUSG00000001305.6	1321	1321	1321	1321
ENSMUSG00000097784.2	1275	1275	1275	1275
ENSMUSG00000103503.2	884	884	1460	1460
ENSMUSG00000097935.2	1006	1006	1006	1006
ENSMUSG00000104312.2	3076	3076	3076	3076
ENSMUSG00000039224.2	3212	3212	3212	3212
ENSMUSG00000104424.2	598	598	598	598
ENSMUSG00000026611.18	1141	1174	1552	2165
ENSMUSG00000089831.2	325	325	325	325
ENSMUSG00000106839.2	2316	2316	2316	2316
ENSMUSG00000107163.2	3001	3001	3001	3001
ENSMUSG00000089947.2	2162	2162	2162	2162
ENSMUSG00000089730.3	823	823	823	823
ENSMUSG00000039210.17	3686	3841	4702	5452
ENSMUSG00000104394.3	3901	3901	3901	3901
ENSMUSG00000104245.2	2763	2763	2763	2763
ENSMUSG00000103923.2	2791	2791	2791	2791
ENSMUSG00000026610.14	5166	5293	5373	5680
ENSMUSG00000103961.2	1675	1675	1675	1675
ENSMUSG00000103401.2	493	493	493	493
ENSMUSG00000118492.2	231	231	231	231
ENSMUSG00000103577.2	2212	2212	2212	2212
ENSMUSG00000103732.2	2437	2437	2437	2437
ENSMUSG00000104482.2	444	444	444	444
ENSMUSG00000026609.16	15695	15695	15695	15695
ENSMUSG00000077235.3	131	131	131	131
ENSMUSG00000084550.3	104	104	104	104
ENSMUSG00000026608.14	3706	3706	3706	3706
ENSMUSG00000103370.2	1539	1539	1539	1539
ENSMUSG00000104464.2	668	668	668	668
ENSMUSG00000037624.17	1812	1548	3297	4068
ENSMUSG00000103669.2	653	653	653	653
ENSMUSG00000102824.2	381	381	381	381
ENSMUSG00000104507.2	1042	1042	1467	1467
ENSMUSG00002075718.1	121	121	121	121
ENSMUSG00000103087.2	885	885	885	885
ENSMUSG00000026605.15	11130	11130	11130	11130
ENSMUSG00000103374.2	141	141	141	141
ENSMUSG00000026604.18	6706	6706	10746	10746
ENSMUSG00000102248.2	262	262	262	262
ENSMUSG00000097925.2	2141	2141	2141	2141
ENSMUSG00000104435.2	4718	4718	4718	4718
ENSMUSG00000026603.14	1680	1680	1680	1680
ENSMUSG00000103467.2	2621	2621	2621	2621
ENSMUSG00000010175.14	4780	3285	7913	8390
ENSMUSG00000099404.2	506	506	506	506
ENSMUSG00000119953.1	745	506	1396	2089
ENSMUSG00000079045.5	1055	1055	1282	1977
ENSMUSG00000103644.2	1134	1134	1134	1134
ENSMUSG00000103510.2	1419	1419	1419	1419
ENSMUSG00000120782.1	1839	1839	2003	2035
ENSMUSG00000093064.5	313	313	313	313
ENSMUSG00002075368.1	88	88	88	88
ENSMUSG00000103963.2	274	274	274	274
ENSMUSG00000089872.11	3995	3995	3995	3995
ENSMUSG00000026634.17	3649	3673	3714	3829
ENSMUSG00000037568.13	3964	3964	4032	4194
ENSMUSG00000104487.2	737	737	737	737
ENSMUSG00000103723.2	205	205	205	205
ENSMUSG00000103964.2	427	427	427	427
ENSMUSG00000066595.10	2628	2628	4040	4508
ENSMUSG00000097845.3	1649	1649	1649	1649
ENSMUSG00000057072.12	437	437	443	506
ENSMUSG00000026632.18	1185	1205	1242	1258
ENSMUSG00000062510.13	2858	2858	4879	5209
ENSMUSG00000103576.2	856	856	856	856
ENSMUSG00000026630.10	801	801	801	801
ENSMUSG00000102777.2	576	576	576	576
ENSMUSG00000091017.2	2234	2234	2234	2234
ENSMUSG00000026628.14	1945	1945	1984	2154
ENSMUSG00002076612.1	108	108	108	108
ENSMUSG00000073478.8	813	827	1002	1298
ENSMUSG00000103685.2	1843	1843	1843	1843
ENSMUSG00000103174.3	1762	1762	2073	2760
ENSMUSG00000037499.10	742	742	742	742
ENSMUSG00000026627.8	2246	2246	2246	2246
ENSMUSG00000026626.12	3088	3088	3088	3088
ENSMUSG00000103433.2	582	582	582	582
ENSMUSG00000103114.2	2385	2385	2385	2385
ENSMUSG00000104341.2	465	465	465	465
ENSMUSG00000103517.2	341	341	341	341
ENSMUSG00000102246.2	1008	1008	1008	1008
ENSMUSG00000037474.14	4212	4212	4212	4212
ENSMUSG00000037461.11	5347	5347	5347	5347
ENSMUSG00000102970.2	624	624	624	624
ENSMUSG00000026623.17	5012	5012	7233	7442
ENSMUSG00000119660.1	104	104	104	104
ENSMUSG00000064845.4	114	114	114	114
ENSMUSG00000102596.2	332	332	332	332
ENSMUSG00000121164.1	1143	1143	1143	1143
ENSMUSG00000102840.2	1624	1624	1624	1624
ENSMUSG00000026622.16	3227	3227	3227	3227
ENSMUSG00000055833.15	2247	1461	4354	5789
ENSMUSG00000037434.8	5244	5244	5244	5244
ENSMUSG00000120472.1	728	728	728	728
ENSMUSG00000049353.18	2484	1969	3724	4271
ENSMUSG00000097416.5	1823	1823	3287	3327
ENSMUSG00000102915.2	232	232	232	232
ENSMUSG00000026637.15	2214	2214	2214	2214
ENSMUSG00000093003.3	81	81	81	81
ENSMUSG00000103653.2	631	631	631	631
ENSMUSG00000097089.3	1176	1176	1176	1176
ENSMUSG00000037395.17	2516	1844	3791	4327
ENSMUSG00000102755.2	133	133	133	133
ENSMUSG00000097316.3	2615	2615	2615	2615
ENSMUSG00000058248.13	7201	7201	7242	7242
ENSMUSG00000037375.17	2329	2329	2839	2977
ENSMUSG00000119403.1	116	116	116	116
ENSMUSG00000103874.2	454	454	454	454
ENSMUSG00000047384.4	2097	2097	2097	2097
ENSMUSG00000100872.3	387	387	387	387
ENSMUSG00000016262.15	3220	3220	3350	3405
ENSMUSG00000089812.4	1093	1093	1093	1093
ENSMUSG00000102162.2	472	472	472	472
ENSMUSG00000016200.15	6353	7882	9274	9331
ENSMUSG00002076180.1	289	289	289	289
ENSMUSG00000103640.2	671	671	671	671
ENSMUSG00000102442.2	115	115	115	115
ENSMUSG00000016181.11	5570	5570	5570	5570
ENSMUSG00000026638.16	4113	4113	4113	4113
ENSMUSG00000079144.8	2982	3019	3793	4040
ENSMUSG00000121181.1	138	138	138	138
ENSMUSG00000037318.11	1988	1988	2122	2173
ENSMUSG00000090080.3	1108	1108	1108	1108
ENSMUSG00000089683.3	332	332	332	332
ENSMUSG00000026639.19	4312	4056	4867	5125
